,0
19434,0
19435,0
19436,1
19437,1
19438,1
19439,1
19440,0
19441,-1
19442,-1
19443,-1
19444,-1
19445,-1
19446,-1
19447,-1
19448,0
19449,0
19450,1
19451,1
19452,1
19453,1
19454,0
19455,-1
19456,-1
19457,-1
19458,-1
19459,0
19460,0
19461,0
19462,0
19463,0
19464,0
19465,1
19466,1
19467,1
19468,1
19469,1
19470,0
19471,1
19472,1
19473,1
19474,1
19475,1
19476,-1
19477,0
19478,0
19479,0
19480,0
19481,1
19482,0
19483,0
19484,-1
19485,1
19486,0
19487,0
19488,1
19489,1
19490,0
19491,0
19492,1
19493,1
19494,1
19495,1
19496,0
19497,-1
19498,-1
19499,-1
19500,-1
19501,-1
19502,-1
19503,-1
19504,-1
19505,-1
19506,-1
19507,-1
19508,-1
19509,-1
19510,-1
19511,-1
19512,-1
19513,-1
19514,-1
19515,-1
19516,-1
19517,-1
19518,-1
19519,-1
19520,-1
19521,-1
19522,0
19523,1
19524,1
19525,1
19526,1
19527,1
19528,1
19529,0
19530,0
19531,0
19532,1
19533,0
19534,-1
19535,-1
19536,-1
19537,-1
19538,-1
19539,-1
19540,-1
19541,-1
19542,0
19543,-1
19544,-1
19545,0
19546,0
19547,1
19548,1
19549,1
19550,1
19551,1
19552,-1
19553,-1
19554,0
19555,0
19556,0
19557,-1
19558,-1
19559,-1
19560,-1
19561,-1
19562,-1
19563,-1
19564,0
19565,0
19566,0
19567,1
19568,1
19569,1
19570,1
19571,1
19572,1
19573,1
19574,0
19575,-1
19576,0
19577,-1
19578,-1
19579,0
19580,0
19581,-1
19582,0
19583,1
19584,1
19585,1
19586,1
19587,1
19588,1
19589,1
19590,0
19591,0
19592,0
19593,0
19594,0
19595,0
19596,0
19597,0
19598,-1
19599,0
19600,-1
19601,-1
19602,-1
19603,-1
19604,-1
19605,-1
19606,-1
19607,-1
19608,0
19609,-1
19610,-1
19611,0
19612,-1
19613,-1
19614,-1
19615,-1
19616,-1
19617,-1
19618,-1
19619,-1
19620,-1
19621,-1
19622,-1
19623,-1
19624,-1
19625,-1
19626,-1
19627,-1
19628,-1
19629,-1
19630,1
19631,0
19632,1
19633,1
19634,0
19635,0
19636,-1
19637,-1
19638,-1
19639,-1
19640,-1
19641,-1
19642,1
19643,1
19644,1
19645,1
19646,1
19647,-1
19648,0
19649,1
19650,1
19651,0
19652,-1
19653,-1
19654,-1
19655,-1
19656,-1
19657,-1
19658,-1
19659,-1
19660,1
19661,0
19662,0
19663,-1
19664,-1
19665,-1
19666,-1
19667,-1
19668,-1
19669,-1
19670,-1
19671,-1
19672,-1
19673,-1
19674,-1
19675,-1
19676,-1
19677,1
19678,1
19679,1
19680,1
19681,1
19682,1
19683,1
19684,1
19685,1
19686,1
19687,1
19688,1
19689,1
19690,1
19691,1
19692,1
19693,-1
19694,0
19695,0
19696,-1
19697,-1
19698,-1
19699,-1
19700,-1
19701,0
19702,0
19703,-1
19704,-1
19705,-1
19706,-1
19707,-1
19708,-1
19709,-1
19710,-1
19711,-1
19712,-1
19713,-1
19714,1
19715,-1
19716,-1
19717,-1
19718,-1
19719,-1
19720,-1
19721,0
19722,1
19723,1
19724,0
19725,0
19726,1
19727,1
19728,1
19729,1
19730,1
19731,-1
19732,-1
19733,0
19734,1
19735,1
19736,1
19737,1
19738,1
19739,0
19740,-1
19741,-1
19742,-1
19743,-1
19744,0
19745,0
19746,1
19747,1
19748,1
19749,1
19750,1
19751,1
19752,1
19753,1
19754,1
19755,1
19756,-1
19757,0
19758,-1
19759,-1
19760,-1
19761,0
19762,0
19763,-1
19764,0
19765,-1
19766,-1
19767,-1
19768,0
19769,0
19770,1
19771,-1
19772,-1
19773,0
19774,-1
19775,-1
19776,-1
19777,-1
19778,-1
19779,-1
19780,0
19781,0
19782,1
19783,1
19784,1
19785,-1
19786,0
19787,0
19788,-1
19789,-1
19790,-1
19791,-1
19792,-1
19793,-1
19794,-1
19795,-1
19796,-1
19797,-1
19798,-1
19799,-1
19800,-1
19801,0
19802,1
19803,1
19804,0
19805,0
19806,-1
19807,-1
19808,-1
19809,1
19810,0
19811,0
19812,1
19813,1
19814,1
19815,1
19816,1
19817,1
19818,1
19819,-1
19820,0
19821,-1
19822,0
19823,0
19824,1
19825,0
19826,0
19827,0
19828,0
19829,-1
19830,-1
19831,-1
19832,-1
19833,-1
19834,-1
19835,-1
19836,-1
19837,-1
19838,-1
19839,1
19840,1
19841,1
19842,1
19843,1
19844,1
19845,1
19846,1
19847,1
19848,1
19849,1
19850,1
19851,1
19852,1
19853,0
19854,0
19855,0
19856,0
19857,1
19858,1
19859,1
19860,1
19861,1
19862,1
19863,1
19864,1
19865,1
19866,1
19867,1
19868,0
19869,-1
19870,0
19871,1
19872,0
19873,0
19874,1
19875,1
19876,0
19877,-1
19878,0
19879,-1
19880,-1
19881,-1
19882,0
19883,-1
19884,0
19885,-1
19886,-1
19887,-1
19888,0
19889,1
19890,1
19891,1
19892,1
19893,-1
19894,-1
19895,-1
19896,0
19897,1
19898,1
19899,1
19900,1
19901,1
19902,1
19903,1
19904,1
19905,1
19906,1
19907,1
19908,0
19909,-1
19910,-1
19911,-1
19912,-1
19913,-1
19914,0
19915,0
19916,1
19917,1
19918,1
19919,1
19920,1
19921,1
19922,1
19923,1
19924,0
19925,1
19926,0
19927,0
19928,-1
19929,0
19930,0
19931,0
19932,0
19933,1
19934,1
19935,1
19936,0
19937,-1
19938,0
19939,0
19940,0
19941,0
19942,1
19943,1
19944,0
19945,1
19946,1
19947,1
19948,1
19949,1
19950,1
19951,0
19952,0
19953,0
19954,-1
19955,-1
19956,-1
19957,-1
19958,-1
19959,-1
19960,0
19961,0
19962,-1
19963,-1
19964,-1
19965,-1
19966,0
19967,0
19968,0
19969,0
19970,-1
19971,-1
19972,0
19973,-1
19974,1
19975,0
19976,0
19977,-1
19978,-1
19979,-1
19980,-1
19981,-1
19982,-1
19983,1
19984,1
19985,1
19986,1
19987,1
19988,1
19989,1
19990,1
19991,1
19992,1
19993,1
19994,1
19995,0
19996,0
19997,-1
19998,-1
19999,-1
20000,-1
20001,0
20002,1
20003,0
20004,-1
20005,1
20006,0
20007,0
20008,0
20009,1
20010,-1
20011,1
20012,1
20013,1
20014,1
20015,1
20016,0
20017,-1
20018,-1
20019,-1
20020,-1
20021,-1
20022,-1
20023,0
20024,0
20025,0
20026,1
20027,1
20028,1
20029,1
20030,1
20031,0
20032,0
20033,1
20034,0
20035,0
20036,0
20037,0
20038,-1
20039,0
20040,0
20041,-1
20042,-1
20043,-1
20044,-1
20045,-1
20046,0
20047,1
20048,1
20049,1
20050,1
20051,0
20052,-1
20053,-1
20054,0
20055,-1
20056,0
20057,0
20058,0
20059,0
20060,0
20061,0
20062,0
20063,-1
20064,-1
20065,-1
20066,-1
20067,-1
20068,1
20069,1
20070,0
20071,-1
20072,-1
20073,-1
20074,0
20075,0
20076,1
20077,1
20078,1
20079,0
20080,0
20081,0
20082,0
20083,0
20084,0
20085,1
20086,1
20087,0
20088,0
20089,1
20090,1
20091,1
20092,1
20093,1
20094,1
20095,1
20096,0
20097,0
20098,0
20099,0
20100,0
20101,1
20102,1
20103,1
20104,1
20105,0
20106,0
20107,1
20108,1
20109,1
20110,1
20111,0
20112,-1
20113,-1
20114,-1
20115,-1
20116,-1
20117,-1
20118,-1
20119,0
20120,0
20121,0
20122,1
20123,1
20124,1
20125,1
20126,1
20127,1
20128,0
20129,0
20130,0
20131,0
20132,-1
20133,0
20134,0
20135,0
20136,0
20137,1
20138,1
20139,1
20140,1
20141,1
20142,0
20143,1
20144,1
20145,1
20146,1
20147,0
20148,-1
20149,1
20150,1
20151,0
20152,0
20153,1
20154,1
20155,1
20156,1
20157,1
20158,0
20159,0
20160,0
20161,-1
20162,-1
20163,0
20164,1
20165,1
20166,1
20167,1
20168,1
20169,1
20170,1
20171,1
20172,0
20173,0
20174,1
20175,1
20176,1
20177,1
20178,0
20179,-1
20180,0
20181,1
20182,0
20183,1
20184,1
20185,1
20186,1
20187,1
20188,1
20189,0
20190,0
20191,-1
20192,-1
20193,-1
20194,1
20195,1
20196,1
20197,1
20198,1
20199,0
20200,0
20201,0
20202,0
20203,-1
20204,-1
20205,-1
20206,-1
20207,-1
20208,0
20209,0
20210,0
20211,1
20212,0
20213,0
20214,0
20215,0
20216,0
20217,0
20218,0
20219,-1
20220,-1
20221,0
20222,-1
20223,-1
20224,-1
20225,-1
20226,-1
20227,-1
20228,-1
20229,-1
20230,-1
20231,-1
20232,-1
20233,1
20234,1
20235,0
20236,1
20237,1
20238,1
20239,1
20240,1
20241,0
20242,-1
20243,-1
20244,-1
20245,-1
20246,-1
20247,-1
20248,0
20249,-1
20250,-1
20251,-1
20252,0
20253,0
20254,1
20255,1
20256,1
20257,0
20258,0
20259,-1
20260,-1
20261,-1
20262,-1
20263,-1
20264,-1
20265,-1
20266,0
20267,0
20268,1
20269,0
20270,1
20271,0
20272,0
20273,-1
20274,-1
20275,-1
20276,-1
20277,-1
20278,0
20279,-1
20280,0
20281,1
20282,0
20283,0
20284,0
20285,-1
20286,-1
20287,-1
20288,0
20289,1
20290,1
20291,1
20292,1
20293,-1
20294,-1
20295,-1
20296,-1
20297,-1
20298,0
20299,1
20300,1
20301,0
20302,0
20303,-1
20304,0
20305,1
20306,1
20307,1
20308,1
20309,1
20310,0
20311,0
20312,0
20313,0
20314,0
20315,0
20316,0
20317,-1
20318,-1
20319,-1
20320,-1
20321,-1
20322,0
20323,0
20324,1
20325,1
20326,1
20327,0
20328,0
20329,0
20330,-1
20331,0
20332,0
20333,0
20334,0
20335,0
20336,-1
20337,-1
20338,-1
20339,-1
20340,-1
20341,0
20342,0
20343,1
20344,-1
20345,-1
20346,-1
20347,0
20348,0
20349,1
20350,1
20351,1
20352,1
20353,1
20354,1
20355,1
20356,1
20357,1
20358,1
20359,1
20360,0
20361,-1
20362,-1
20363,-1
20364,-1
20365,0
20366,0
20367,1
20368,1
20369,-1
20370,-1
20371,-1
20372,-1
20373,-1
20374,1
20375,1
20376,0
20377,1
20378,0
20379,0
20380,-1
20381,-1
20382,-1
20383,-1
20384,-1
20385,-1
20386,-1
20387,-1
20388,-1
20389,-1
20390,-1
20391,0
20392,-1
20393,0
20394,0
20395,0
20396,-1
20397,0
20398,0
20399,0
20400,0
20401,0
20402,0
20403,0
20404,0
20405,0
20406,0
20407,1
20408,1
20409,1
20410,1
20411,1
20412,1
20413,1
20414,1
20415,0
20416,0
20417,1
20418,1
20419,1
20420,1
20421,1
20422,1
20423,1
20424,1
20425,0
20426,1
20427,1
20428,0
20429,0
20430,0
20431,-1
20432,-1
20433,-1
20434,-1
20435,0
20436,0
20437,1
20438,1
20439,0
20440,0
20441,-1
20442,-1
20443,-1
20444,-1
20445,0
20446,0
20447,1
20448,-1
20449,0
20450,-1
20451,0
20452,0
20453,0
20454,-1
20455,-1
20456,-1
20457,-1
20458,-1
20459,0
20460,0
20461,-1
20462,0
20463,0
20464,-1
20465,-1
20466,-1
20467,-1
20468,-1
20469,-1
20470,-1
20471,0
20472,-1
20473,1
20474,1
20475,1
20476,1
20477,1
20478,0
20479,1
20480,1
20481,1
20482,0
20483,1
20484,0
20485,0
20486,0
20487,1
20488,-1
20489,-1
20490,0
20491,0
20492,-1
20493,-1
20494,-1
20495,-1
20496,-1
20497,0
20498,1
20499,1
20500,0
20501,0
20502,0
20503,0
20504,1
20505,1
20506,1
20507,1
20508,1
20509,1
20510,1
20511,0
20512,0
20513,0
20514,0
20515,-1
20516,-1
20517,-1
20518,-1
20519,0
20520,1
20521,1
20522,1
20523,1
20524,1
20525,1
20526,1
20527,1
20528,1
20529,0
20530,0
20531,0
20532,-1
20533,0
20534,0
20535,0
20536,0
20537,-1
20538,0
20539,-1
20540,-1
20541,0
20542,0
20543,-1
20544,-1
20545,-1
20546,-1
20547,-1
20548,-1
20549,-1
20550,-1
20551,-1
20552,-1
20553,-1
20554,0
20555,0
20556,1
20557,1
20558,1
20559,1
20560,0
20561,0
20562,0
20563,-1
20564,-1
20565,-1
20566,-1
20567,-1
20568,0
20569,-1
20570,-1
20571,-1
20572,0
20573,-1
20574,-1
20575,-1
20576,-1
20577,-1
20578,-1
20579,-1
20580,0
20581,1
20582,0
20583,1
20584,0
20585,0
20586,0
20587,1
20588,1
20589,1
20590,1
20591,1
20592,0
20593,0
20594,0
20595,0
20596,-1
20597,-1
20598,-1
20599,-1
20600,-1
20601,-1
20602,0
20603,0
20604,0
20605,-1
20606,-1
20607,-1
20608,-1
20609,-1
20610,0
20611,1
20612,1
20613,1
20614,1
20615,0
20616,0
20617,-1
20618,-1
20619,0
20620,0
20621,0
20622,1
20623,0
20624,0
20625,0
20626,-1
20627,0
20628,0
20629,1
20630,-1
20631,1
20632,-1
20633,0
20634,0
20635,1
20636,1
20637,0
20638,0
20639,0
20640,0
20641,0
20642,1
20643,1
20644,1
20645,1
20646,1
20647,1
20648,0
20649,0
20650,0
20651,0
20652,1
20653,1
20654,0
20655,0
20656,-1
20657,-1
20658,-1
20659,0
20660,0
20661,-1
20662,-1
20663,-1
20664,-1
20665,-1
20666,-1
20667,-1
20668,-1
20669,0
20670,1
20671,1
20672,1
20673,1
20674,1
20675,0
20676,0
20677,-1
20678,-1
20679,-1
20680,-1
20681,-1
20682,-1
20683,-1
20684,0
20685,-1
20686,-1
20687,-1
20688,-1
20689,-1
20690,-1
20691,0
20692,1
20693,1
20694,1
20695,0
20696,1
20697,0
20698,0
20699,1
20700,1
20701,1
20702,1
20703,1
20704,1
20705,1
20706,1
20707,0
20708,0
20709,-1
20710,-1
20711,-1
20712,-1
20713,0
20714,-1
20715,0
20716,1
20717,1
20718,0
20719,1
20720,0
20721,0
20722,0
20723,1
20724,1
20725,1
20726,1
20727,1
20728,1
20729,1
20730,0
20731,0
20732,0
20733,0
20734,1
20735,1
20736,1
20737,0
20738,0
20739,-1
20740,-1
20741,-1
20742,0
20743,0
20744,0
20745,0
20746,1
20747,1
20748,0
20749,1
20750,0
20751,0
20752,0
20753,0
20754,0
20755,0
20756,0
20757,-1
20758,-1
20759,0
20760,0
20761,1
20762,1
20763,0
20764,1
20765,1
20766,1
20767,1
20768,1
20769,1
20770,1
20771,1
20772,0
20773,1
20774,1
20775,1
20776,0
20777,0
20778,0
20779,0
20780,-1
20781,0
20782,0
20783,-1
20784,-1
20785,0
20786,0
20787,-1
20788,0
20789,0
20790,0
20791,-1
20792,-1
20793,-1
20794,0
20795,0
20796,1
20797,1
20798,1
20799,1
20800,1
20801,1
20802,1
20803,0
20804,0
20805,-1
20806,0
20807,0
20808,0
20809,1
20810,1
20811,1
20812,1
20813,1
20814,1
20815,0
20816,0
20817,0
20818,1
20819,0
20820,1
20821,-1
20822,-1
20823,-1
20824,-1
20825,-1
20826,0
20827,0
20828,-1
20829,-1
20830,0
20831,0
20832,0
20833,0
20834,0
20835,0
20836,1
20837,1
20838,1
20839,1
20840,1
20841,0
20842,-1
20843,-1
20844,0
20845,-1
20846,-1
20847,0
20848,1
20849,1
20850,1
20851,1
20852,1
20853,1
20854,1
20855,1
20856,1
20857,-1
20858,-1
20859,-1
20860,-1
20861,-1
20862,-1
20863,-1
20864,-1
20865,-1
20866,0
20867,1
20868,1
20869,1
20870,1
20871,1
20872,1
20873,1
20874,1
20875,1
20876,0
20877,0
20878,-1
20879,-1
20880,-1
20881,-1
20882,-1
20883,0
20884,0
20885,0
20886,0
20887,0
20888,1
20889,1
20890,1
20891,0
20892,0
20893,-1
20894,-1
20895,-1
20896,-1
20897,0
20898,0
20899,0
20900,0
20901,0
20902,0
20903,0
20904,1
20905,1
20906,1
20907,1
20908,0
20909,1
20910,1
20911,-1
20912,-1
20913,1
20914,1
20915,1
20916,1
20917,0
20918,0
20919,0
20920,0
20921,-1
20922,-1
20923,-1
20924,-1
20925,-1
20926,0
20927,0
20928,0
20929,1
20930,0
20931,0
20932,0
20933,0
20934,-1
20935,-1
20936,-1
20937,-1
20938,-1
20939,0
20940,1
20941,1
20942,1
20943,1
20944,1
20945,1
20946,1
20947,0
20948,0
20949,-1
20950,0
20951,0
20952,0
20953,1
20954,0
20955,0
20956,-1
20957,-1
20958,-1
20959,-1
20960,-1
20961,-1
20962,-1
20963,-1
20964,0
20965,0
20966,0
20967,0
20968,0
20969,-1
20970,0
20971,-1
20972,0
20973,0
20974,1
20975,1
20976,1
20977,1
20978,1
20979,1
20980,1
20981,1
20982,1
20983,1
20984,1
20985,1
20986,1
20987,1
20988,1
20989,1
20990,1
20991,1
20992,1
20993,1
20994,1
20995,0
20996,0
20997,0
20998,0
20999,0
21000,0
21001,-1
21002,-1
21003,-1
21004,-1
21005,-1
21006,0
21007,0
21008,0
21009,0
21010,1
21011,1
21012,1
21013,1
21014,1
21015,1
21016,0
21017,-1
21018,-1
21019,-1
21020,-1
21021,-1
21022,-1
21023,-1
21024,-1
21025,-1
21026,0
21027,1
21028,0
21029,1
21030,1
21031,-1
21032,-1
21033,-1
21034,-1
21035,-1
21036,1
21037,0
21038,1
21039,0
21040,-1
21041,-1
21042,-1
21043,-1
21044,-1
21045,0
21046,-1
21047,-1
21048,0
21049,0
21050,0
21051,0
21052,1
21053,0
21054,0
21055,0
21056,1
21057,0
21058,0
21059,0
21060,0
21061,-1
21062,0
21063,0
21064,1
21065,1
21066,1
21067,1
21068,1
21069,0
21070,0
21071,0
21072,0
21073,0
21074,0
21075,1
21076,1
21077,1
21078,1
21079,1
21080,1
21081,1
21082,1
21083,1
21084,1
21085,1
21086,0
21087,0
21088,-1
21089,-1
21090,0
21091,1
21092,0
21093,0
21094,0
21095,1
21096,0
21097,1
21098,1
21099,1
21100,0
21101,0
21102,0
21103,0
21104,0
21105,0
21106,0
21107,-1
21108,-1
21109,-1
21110,0
21111,0
21112,1
21113,1
21114,0
21115,0
21116,0
21117,0
21118,0
21119,0
21120,0
21121,0
21122,-1
21123,-1
21124,0
21125,0
21126,0
21127,1
21128,0
21129,0
21130,0
21131,0
21132,0
21133,1
21134,1
21135,1
21136,1
21137,1
21138,1
21139,1
21140,0
21141,0
21142,1
21143,1
21144,0
21145,0
21146,0
21147,-1
21148,0
21149,0
21150,0
21151,0
21152,-1
21153,-1
21154,0
21155,0
21156,-1
21157,0
21158,0
21159,-1
21160,-1
21161,-1
21162,-1
21163,-1
21164,-1
21165,-1
21166,-1
21167,-1
21168,0
21169,0
21170,-1
21171,-1
21172,-1
21173,-1
21174,-1
21175,0
21176,0
21177,0
21178,0
21179,0
21180,0
21181,0
21182,0
21183,0
21184,0
21185,-1
21186,-1
21187,-1
21188,-1
21189,-1
21190,0
21191,-1
21192,-1
21193,0
21194,0
21195,0
21196,0
21197,1
21198,1
21199,1
21200,1
21201,1
21202,1
21203,0
21204,0
21205,0
21206,0
21207,0
21208,0
21209,0
21210,-1
21211,-1
21212,-1
21213,-1
21214,0
21215,1
21216,1
21217,1
21218,0
21219,-1
21220,-1
21221,-1
21222,0
21223,0
21224,0
21225,-1
21226,-1
21227,0
21228,0
21229,1
21230,1
21231,1
21232,0
21233,-1
21234,-1
21235,-1
21236,-1
21237,-1
21238,-1
21239,0
21240,0
21241,1
21242,0
21243,1
21244,0
21245,1
21246,1
21247,1
21248,0
21249,0
21250,0
21251,0
21252,1
21253,0
21254,1
21255,0
21256,-1
21257,-1
21258,0
21259,0
21260,0
21261,1
21262,1
21263,0
21264,-1
21265,-1
21266,0
21267,0
21268,1
21269,1
21270,1
21271,1
21272,0
21273,0
21274,0
21275,0
21276,0
21277,1
21278,1
21279,0
21280,0
21281,1
21282,1
21283,1
21284,1
21285,1
21286,1
21287,1
21288,1
21289,0
21290,0
21291,-1
21292,0
21293,-1
21294,-1
21295,0
21296,0
21297,0
21298,1
21299,0
21300,0
21301,0
21302,0
21303,0
21304,0
21305,0
21306,0
21307,-1
21308,-1
21309,-1
21310,0
21311,0
21312,0
21313,0
21314,0
21315,0
21316,-1
21317,-1
21318,-1
21319,-1
21320,-1
21321,-1
21322,-1
21323,-1
21324,0
21325,-1
21326,-1
21327,-1
21328,-1
21329,0
21330,0
21331,0
21332,0
21333,0
21334,-1
21335,-1
21336,0
21337,0
21338,-1
21339,0
21340,-1
21341,-1
21342,-1
21343,-1
21344,-1
21345,-1
21346,0
21347,1
21348,1
21349,0
21350,0
21351,0
21352,0
21353,-1
21354,0
21355,-1
21356,-1
21357,-1
21358,-1
21359,-1
21360,0
21361,1
21362,1
21363,0
21364,0
21365,1
21366,0
21367,0
21368,-1
21369,0
21370,-1
21371,0
21372,0
21373,1
21374,1
21375,1
21376,1
21377,0
21378,0
21379,0
21380,0
21381,0
21382,0
21383,-1
21384,-1
21385,-1
21386,-1
21387,-1
21388,-1
21389,0
21390,0
21391,0
21392,-1
21393,-1
21394,-1
21395,-1
21396,-1
21397,-1
21398,-1
21399,-1
21400,-1
21401,1
21402,1
21403,1
21404,1
21405,1
21406,1
21407,-1
21408,-1
21409,0
21410,-1
21411,-1
21412,-1
21413,-1
21414,0
21415,0
21416,1
21417,1
21418,0
21419,0
21420,0
21421,0
21422,-1
21423,0
21424,0
21425,-1
21426,-1
21427,-1
21428,-1
21429,-1
21430,-1
21431,-1
21432,0
21433,-1
21434,-1
21435,0
21436,1
21437,1
21438,1
21439,1
21440,1
21441,1
21442,1
21443,0
21444,1
21445,0
21446,-1
21447,0
21448,0
21449,0
21450,0
21451,-1
21452,-1
21453,-1
21454,-1
21455,0
21456,1
21457,1
21458,0
21459,0
21460,0
21461,0
21462,0
21463,0
21464,0
21465,-1
21466,0
21467,-1
21468,-1
21469,-1
21470,-1
21471,-1
21472,-1
21473,-1
21474,0
21475,-1
21476,0
21477,0
21478,0
21479,1
21480,1
21481,0
21482,0
21483,-1
21484,-1
21485,-1
21486,-1
21487,-1
21488,-1
21489,0
21490,-1
21491,-1
21492,0
21493,0
21494,0
21495,1
21496,1
21497,1
21498,1
21499,1
21500,1
21501,0
21502,-1
21503,-1
21504,-1
21505,-1
21506,-1
21507,-1
21508,-1
21509,-1
21510,0
21511,0
21512,0
21513,0
21514,0
21515,-1
21516,-1
21517,-1
21518,-1
21519,-1
21520,-1
21521,-1
21522,-1
21523,0
21524,0
21525,0
21526,1
21527,0
21528,0
21529,1
21530,1
21531,1
21532,1
21533,1
21534,1
21535,0
21536,0
21537,-1
21538,-1
21539,-1
21540,-1
21541,-1
21542,-1
21543,-1
21544,-1
21545,-1
21546,0
21547,-1
21548,-1
21549,-1
21550,-1
21551,-1
21552,-1
21553,0
21554,0
21555,1
21556,1
21557,0
21558,-1
21559,-1
21560,-1
21561,-1
21562,1
21563,0
21564,1
21565,1
21566,1
21567,1
21568,1
21569,1
21570,1
21571,1
21572,1
21573,1
21574,1
21575,1
21576,1
21577,0
21578,0
21579,0
21580,1
21581,1
21582,1
21583,0
21584,0
21585,-1
21586,-1
21587,0
21588,0
21589,1
21590,1
21591,1
21592,1
21593,1
21594,1
21595,1
21596,0
21597,0
21598,0
21599,0
21600,-1
21601,-1
21602,0
21603,0
21604,1
21605,1
21606,1
21607,-1
21608,0
21609,-1
21610,-1
21611,-1
21612,0
21613,0
21614,0
21615,-1
21616,0
21617,-1
21618,-1
21619,-1
21620,-1
21621,-1
21622,-1
21623,-1
21624,0
21625,1
21626,1
21627,0
21628,-1
21629,-1
21630,-1
21631,-1
21632,-1
21633,-1
21634,-1
21635,0
21636,0
21637,-1
21638,-1
21639,0
21640,-1
21641,-1
21642,0
21643,-1
21644,-1
21645,-1
21646,-1
21647,-1
21648,-1
21649,-1
21650,0
21651,-1
21652,-1
21653,0
21654,0
21655,1
21656,1
21657,1
21658,1
21659,1
21660,1
21661,1
21662,1
21663,0
21664,-1
21665,-1
21666,-1
21667,1
21668,1
21669,1
21670,0
21671,0
21672,-1
21673,-1
21674,-1
21675,-1
21676,0
21677,0
21678,0
21679,1
21680,1
21681,1
21682,1
21683,1
21684,1
21685,0
21686,1
21687,0
21688,1
21689,1
21690,1
21691,1
21692,0
21693,0
21694,0
21695,-1
21696,-1
21697,-1
21698,-1
21699,-1
21700,0
21701,0
21702,1
21703,0
21704,1
21705,1
21706,1
21707,1
21708,1
21709,0
21710,0
21711,0
21712,0
21713,0
21714,0
21715,1
21716,1
21717,1
21718,1
21719,0
21720,0
21721,-1
21722,-1
21723,-1
21724,0
21725,0
21726,1
21727,0
21728,1
21729,1
21730,0
21731,0
21732,0
21733,0
21734,0
21735,0
21736,0
21737,0
21738,0
21739,0
21740,0
21741,0
21742,1
21743,1
21744,1
21745,1
21746,1
21747,1
21748,0
21749,1
21750,1
21751,0
21752,0
21753,0
21754,-1
21755,-1
21756,0
21757,0
21758,0
21759,0
21760,0
21761,0
21762,-1
21763,-1
21764,-1
21765,-1
21766,0
21767,0
21768,0
21769,0
21770,0
21771,-1
21772,0
21773,0
21774,0
21775,0
21776,0
21777,0
21778,0
21779,-1
21780,-1
21781,0
21782,-1
21783,0
21784,1
21785,1
21786,1
21787,1
21788,1
21789,0
21790,0
21791,0
21792,0
21793,1
21794,0
21795,0
21796,0
21797,0
21798,-1
21799,-1
21800,-1
21801,-1
21802,0
21803,0
21804,0
21805,1
21806,1
21807,0
21808,0
21809,-1
21810,-1
21811,-1
21812,-1
21813,-1
21814,0
21815,0
21816,0
21817,1
21818,1
21819,0
21820,1
21821,0
21822,-1
21823,-1
21824,-1
21825,-1
21826,1
21827,1
21828,1
21829,1
21830,1
21831,1
21832,0
21833,0
21834,0
21835,0
21836,-1
21837,-1
21838,0
21839,-1
21840,0
21841,0
21842,-1
21843,-1
21844,-1
21845,-1
21846,-1
21847,-1
21848,-1
21849,-1
21850,-1
21851,-1
21852,-1
21853,0
21854,0
21855,0
21856,0
21857,0
21858,0
21859,0
21860,0
21861,0
21862,-1
21863,-1
21864,-1
21865,0
21866,0
21867,0
21868,1
21869,0
21870,0
21871,-1
21872,0
21873,0
21874,0
21875,1
21876,1
21877,0
21878,0
21879,0
21880,-1
21881,-1
21882,-1
21883,-1
21884,-1
21885,0
21886,-1
21887,-1
21888,0
21889,0
21890,0
21891,0
21892,0
21893,0
21894,0
21895,0
21896,0
21897,0
21898,1
21899,1
21900,1
21901,1
21902,1
21903,1
21904,1
21905,1
21906,1
21907,1
21908,0
21909,0
21910,0
21911,0
21912,0
21913,0
21914,0
21915,0
21916,1
21917,1
21918,1
21919,1
21920,1
21921,0
21922,0
21923,0
21924,0
21925,0
21926,0
21927,0
21928,0
21929,0
21930,0
21931,1
21932,1
21933,1
21934,1
21935,1
21936,1
21937,1
21938,0
21939,0
21940,0
21941,0
21942,-1
21943,0
21944,0
21945,-1
21946,-1
21947,0
21948,0
21949,0
21950,0
21951,0
21952,0
21953,0
21954,0
21955,0
21956,0
21957,0
21958,-1
21959,0
21960,-1
21961,-1
21962,-1
21963,-1
21964,-1
21965,-1
21966,-1
21967,0
21968,1
21969,1
21970,1
21971,1
21972,0
21973,-1
21974,-1
21975,-1
21976,-1
21977,-1
21978,-1
21979,0
21980,0
21981,0
21982,0
21983,1
21984,1
21985,1
21986,1
21987,1
21988,1
21989,1
21990,-1
21991,-1
21992,-1
21993,-1
21994,-1
21995,-1
21996,-1
21997,-1
21998,-1
21999,-1
22000,0
22001,0
22002,0
22003,-1
22004,-1
22005,-1
22006,-1
22007,-1
22008,-1
22009,-1
22010,-1
22011,-1
22012,0
22013,0
22014,0
22015,0
22016,0
22017,0
22018,-1
22019,0
22020,0
22021,0
22022,0
22023,1
22024,0
22025,0
22026,0
22027,-1
22028,-1
22029,0
22030,0
22031,0
22032,0
22033,0
22034,0
22035,0
22036,1
22037,1
22038,1
22039,1
22040,1
22041,1
22042,0
22043,0
22044,0
22045,-1
22046,-1
22047,-1
22048,-1
22049,-1
22050,-1
22051,-1
22052,-1
22053,0
22054,0
22055,0
22056,0
